circuit_id,circuit_type,num_qubits,bug_type,valid_file,buggy_file,ground_truth_file,bug_description
circuit_0213,ghz,7,gate_redundancy,data/valid/circuit_0213_valid.qasm,data/buggy/circuit_0213_buggy.qasm,data/ground_truth/circuit_0213_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 5
circuit_0214,ghz,4,semantic_deviation,data/valid/circuit_0214_valid.qasm,data/buggy/circuit_0214_buggy.qasm,data/ground_truth/circuit_0214_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0215,ghz,7,physics_violation,data/valid/circuit_0215_valid.qasm,data/buggy/circuit_0215_buggy.qasm,data/ground_truth/circuit_0215_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0216,ghz,7,syntax,data/valid/circuit_0216_valid.qasm,data/buggy/circuit_0216_buggy.qasm,data/ground_truth/circuit_0216_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0217,ghz,6,structural,data/valid/circuit_0217_valid.qasm,data/buggy/circuit_0217_buggy.qasm,data/ground_truth/circuit_0217_ground_truth.qasm,Structural error: omitted cx gate at instruction index 4
circuit_0218,ghz,4,gate_redundancy,data/valid/circuit_0218_valid.qasm,data/buggy/circuit_0218_buggy.qasm,data/ground_truth/circuit_0218_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 3
circuit_0219,ghz,6,semantic_deviation,data/valid/circuit_0219_valid.qasm,data/buggy/circuit_0219_buggy.qasm,data/ground_truth/circuit_0219_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0220,ghz,6,physics_violation,data/valid/circuit_0220_valid.qasm,data/buggy/circuit_0220_buggy.qasm,data/ground_truth/circuit_0220_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0221,ghz,4,syntax,data/valid/circuit_0221_valid.qasm,data/buggy/circuit_0221_buggy.qasm,data/ground_truth/circuit_0221_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0222,ghz,3,structural,data/valid/circuit_0222_valid.qasm,data/buggy/circuit_0222_buggy.qasm,data/ground_truth/circuit_0222_ground_truth.qasm,Structural error: shifted h from qubit 0 to qubit 1
circuit_0223,ghz,3,gate_redundancy,data/valid/circuit_0223_valid.qasm,data/buggy/circuit_0223_buggy.qasm,data/ground_truth/circuit_0223_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 1
circuit_0224,ghz,6,semantic_deviation,data/valid/circuit_0224_valid.qasm,data/buggy/circuit_0224_buggy.qasm,data/ground_truth/circuit_0224_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0225,ghz,5,physics_violation,data/valid/circuit_0225_valid.qasm,data/buggy/circuit_0225_buggy.qasm,data/ground_truth/circuit_0225_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0226,ghz,6,syntax,data/valid/circuit_0226_valid.qasm,data/buggy/circuit_0226_buggy.qasm,data/ground_truth/circuit_0226_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0227,ghz,6,structural,data/valid/circuit_0227_valid.qasm,data/buggy/circuit_0227_buggy.qasm,data/ground_truth/circuit_0227_ground_truth.qasm,Structural error: omitted h gate at instruction index 0
circuit_0228,ghz,6,gate_redundancy,data/valid/circuit_0228_valid.qasm,data/buggy/circuit_0228_buggy.qasm,data/ground_truth/circuit_0228_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 0
circuit_0229,ghz,3,semantic_deviation,data/valid/circuit_0229_valid.qasm,data/buggy/circuit_0229_buggy.qasm,data/ground_truth/circuit_0229_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0230,ghz,3,physics_violation,data/valid/circuit_0230_valid.qasm,data/buggy/circuit_0230_buggy.qasm,data/ground_truth/circuit_0230_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0231,ghz,3,syntax,data/valid/circuit_0231_valid.qasm,data/buggy/circuit_0231_buggy.qasm,data/ground_truth/circuit_0231_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0232,ghz,6,structural,data/valid/circuit_0232_valid.qasm,data/buggy/circuit_0232_buggy.qasm,data/ground_truth/circuit_0232_ground_truth.qasm,Structural error: omitted cx gate at instruction index 3
circuit_0233,ghz,5,gate_redundancy,data/valid/circuit_0233_valid.qasm,data/buggy/circuit_0233_buggy.qasm,data/ground_truth/circuit_0233_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 2
circuit_0234,ghz,3,semantic_deviation,data/valid/circuit_0234_valid.qasm,data/buggy/circuit_0234_buggy.qasm,data/ground_truth/circuit_0234_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0235,ghz,4,physics_violation,data/valid/circuit_0235_valid.qasm,data/buggy/circuit_0235_buggy.qasm,data/ground_truth/circuit_0235_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0236,ghz,4,syntax,data/valid/circuit_0236_valid.qasm,data/buggy/circuit_0236_buggy.qasm,data/ground_truth/circuit_0236_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0237,ghz,4,structural,data/valid/circuit_0237_valid.qasm,data/buggy/circuit_0237_buggy.qasm,data/ground_truth/circuit_0237_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0238,ghz,7,gate_redundancy,data/valid/circuit_0238_valid.qasm,data/buggy/circuit_0238_buggy.qasm,data/ground_truth/circuit_0238_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 5
circuit_0239,ghz,6,semantic_deviation,data/valid/circuit_0239_valid.qasm,data/buggy/circuit_0239_buggy.qasm,data/ground_truth/circuit_0239_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0240,ghz,4,physics_violation,data/valid/circuit_0240_valid.qasm,data/buggy/circuit_0240_buggy.qasm,data/ground_truth/circuit_0240_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0241,ghz,6,syntax,data/valid/circuit_0241_valid.qasm,data/buggy/circuit_0241_buggy.qasm,data/ground_truth/circuit_0241_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0242,ghz,4,structural,data/valid/circuit_0242_valid.qasm,data/buggy/circuit_0242_buggy.qasm,data/ground_truth/circuit_0242_ground_truth.qasm,Structural error: omitted cx gate at instruction index 2
circuit_0243,ghz,5,gate_redundancy,data/valid/circuit_0243_valid.qasm,data/buggy/circuit_0243_buggy.qasm,data/ground_truth/circuit_0243_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0244,ghz,6,semantic_deviation,data/valid/circuit_0244_valid.qasm,data/buggy/circuit_0244_buggy.qasm,data/ground_truth/circuit_0244_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0245,ghz,4,physics_violation,data/valid/circuit_0245_valid.qasm,data/buggy/circuit_0245_buggy.qasm,data/ground_truth/circuit_0245_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0246,ghz,3,syntax,data/valid/circuit_0246_valid.qasm,data/buggy/circuit_0246_buggy.qasm,data/ground_truth/circuit_0246_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0247,ghz,6,structural,data/valid/circuit_0247_valid.qasm,data/buggy/circuit_0247_buggy.qasm,data/ground_truth/circuit_0247_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0248,ghz,7,gate_redundancy,data/valid/circuit_0248_valid.qasm,data/buggy/circuit_0248_buggy.qasm,data/ground_truth/circuit_0248_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0249,ghz,3,semantic_deviation,data/valid/circuit_0249_valid.qasm,data/buggy/circuit_0249_buggy.qasm,data/ground_truth/circuit_0249_ground_truth.qasm,Semantic deviation: replaced h with x
circuit_0250,ghz,3,physics_violation,data/valid/circuit_0250_valid.qasm,data/buggy/circuit_0250_buggy.qasm,data/ground_truth/circuit_0250_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0251,qaoa_maxcut,8,syntax,data/valid/circuit_0251_valid.qasm,data/buggy/circuit_0251_buggy.qasm,data/ground_truth/circuit_0251_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0252,qaoa_maxcut,4,structural,data/valid/circuit_0252_valid.qasm,data/buggy/circuit_0252_buggy.qasm,data/ground_truth/circuit_0252_ground_truth.qasm,Structural error: omitted h gate at instruction index 1
circuit_0253,qaoa_maxcut,4,gate_redundancy,data/valid/circuit_0253_valid.qasm,data/buggy/circuit_0253_buggy.qasm,data/ground_truth/circuit_0253_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 2
circuit_0254,qaoa_maxcut,5,semantic_deviation,data/valid/circuit_0254_valid.qasm,data/buggy/circuit_0254_buggy.qasm,data/ground_truth/circuit_0254_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rz
circuit_0255,qaoa_maxcut,5,physics_violation,data/valid/circuit_0255_valid.qasm,data/buggy/circuit_0255_buggy.qasm,data/ground_truth/circuit_0255_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0256,qaoa_maxcut,7,syntax,data/valid/circuit_0256_valid.qasm,data/buggy/circuit_0256_buggy.qasm,data/ground_truth/circuit_0256_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0257,qaoa_maxcut,7,structural,data/valid/circuit_0257_valid.qasm,data/buggy/circuit_0257_buggy.qasm,data/ground_truth/circuit_0257_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0258,qaoa_maxcut,7,gate_redundancy,data/valid/circuit_0258_valid.qasm,data/buggy/circuit_0258_buggy.qasm,data/ground_truth/circuit_0258_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0259,qaoa_maxcut,5,semantic_deviation,data/valid/circuit_0259_valid.qasm,data/buggy/circuit_0259_buggy.qasm,data/ground_truth/circuit_0259_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0260,qaoa_maxcut,7,physics_violation,data/valid/circuit_0260_valid.qasm,data/buggy/circuit_0260_buggy.qasm,data/ground_truth/circuit_0260_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0261,qaoa_maxcut,4,syntax,data/valid/circuit_0261_valid.qasm,data/buggy/circuit_0261_buggy.qasm,data/ground_truth/circuit_0261_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0262,qaoa_maxcut,5,structural,data/valid/circuit_0262_valid.qasm,data/buggy/circuit_0262_buggy.qasm,data/ground_truth/circuit_0262_ground_truth.qasm,Structural error: omitted cx gate at instruction index 13
circuit_0263,qaoa_maxcut,7,gate_redundancy,data/valid/circuit_0263_valid.qasm,data/buggy/circuit_0263_buggy.qasm,data/ground_truth/circuit_0263_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 4
circuit_0264,qaoa_maxcut,4,semantic_deviation,data/valid/circuit_0264_valid.qasm,data/buggy/circuit_0264_buggy.qasm,data/ground_truth/circuit_0264_ground_truth.qasm,Semantic deviation: altered gate basis from rx to rz
circuit_0265,qaoa_maxcut,7,physics_violation,data/valid/circuit_0265_valid.qasm,data/buggy/circuit_0265_buggy.qasm,data/ground_truth/circuit_0265_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0266,qaoa_maxcut,6,syntax,data/valid/circuit_0266_valid.qasm,data/buggy/circuit_0266_buggy.qasm,data/ground_truth/circuit_0266_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0267,qaoa_maxcut,7,structural,data/valid/circuit_0267_valid.qasm,data/buggy/circuit_0267_buggy.qasm,data/ground_truth/circuit_0267_ground_truth.qasm,Structural error: omitted cx gate at instruction index 19
circuit_0268,qaoa_maxcut,6,gate_redundancy,data/valid/circuit_0268_valid.qasm,data/buggy/circuit_0268_buggy.qasm,data/ground_truth/circuit_0268_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0269,qaoa_maxcut,7,semantic_deviation,data/valid/circuit_0269_valid.qasm,data/buggy/circuit_0269_buggy.qasm,data/ground_truth/circuit_0269_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rx
circuit_0270,qaoa_maxcut,8,physics_violation,data/valid/circuit_0270_valid.qasm,data/buggy/circuit_0270_buggy.qasm,data/ground_truth/circuit_0270_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0271,qaoa_maxcut,7,syntax,data/valid/circuit_0271_valid.qasm,data/buggy/circuit_0271_buggy.qasm,data/ground_truth/circuit_0271_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0272,qaoa_maxcut,5,structural,data/valid/circuit_0272_valid.qasm,data/buggy/circuit_0272_buggy.qasm,data/ground_truth/circuit_0272_ground_truth.qasm,Structural error: omitted cx gate at instruction index 14
circuit_0273,qaoa_maxcut,5,gate_redundancy,data/valid/circuit_0273_valid.qasm,data/buggy/circuit_0273_buggy.qasm,data/ground_truth/circuit_0273_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 2
circuit_0274,qaoa_maxcut,6,semantic_deviation,data/valid/circuit_0274_valid.qasm,data/buggy/circuit_0274_buggy.qasm,data/ground_truth/circuit_0274_ground_truth.qasm,Semantic deviation: inverted rotation angle from 2.5665 to -2.5665 on rz
circuit_0275,qaoa_maxcut,5,physics_violation,data/valid/circuit_0275_valid.qasm,data/buggy/circuit_0275_buggy.qasm,data/ground_truth/circuit_0275_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0276,qaoa_maxcut,4,syntax,data/valid/circuit_0276_valid.qasm,data/buggy/circuit_0276_buggy.qasm,data/ground_truth/circuit_0276_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0277,qaoa_maxcut,8,structural,data/valid/circuit_0277_valid.qasm,data/buggy/circuit_0277_buggy.qasm,data/ground_truth/circuit_0277_ground_truth.qasm,Structural error: omitted h gate at instruction index 2
circuit_0278,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0278_valid.qasm,data/buggy/circuit_0278_buggy.qasm,data/ground_truth/circuit_0278_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 1
circuit_0279,qaoa_maxcut,4,semantic_deviation,data/valid/circuit_0279_valid.qasm,data/buggy/circuit_0279_buggy.qasm,data/ground_truth/circuit_0279_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rz
circuit_0280,qaoa_maxcut,6,physics_violation,data/valid/circuit_0280_valid.qasm,data/buggy/circuit_0280_buggy.qasm,data/ground_truth/circuit_0280_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0281,qaoa_maxcut,4,syntax,data/valid/circuit_0281_valid.qasm,data/buggy/circuit_0281_buggy.qasm,data/ground_truth/circuit_0281_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0282,qaoa_maxcut,4,structural,data/valid/circuit_0282_valid.qasm,data/buggy/circuit_0282_buggy.qasm,data/ground_truth/circuit_0282_ground_truth.qasm,Structural error: shifted rz from qubit 2 to qubit 3
circuit_0283,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0283_valid.qasm,data/buggy/circuit_0283_buggy.qasm,data/ground_truth/circuit_0283_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0284,qaoa_maxcut,7,semantic_deviation,data/valid/circuit_0284_valid.qasm,data/buggy/circuit_0284_buggy.qasm,data/ground_truth/circuit_0284_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rz
circuit_0285,qaoa_maxcut,8,physics_violation,data/valid/circuit_0285_valid.qasm,data/buggy/circuit_0285_buggy.qasm,data/ground_truth/circuit_0285_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0286,qaoa_maxcut,8,syntax,data/valid/circuit_0286_valid.qasm,data/buggy/circuit_0286_buggy.qasm,data/ground_truth/circuit_0286_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0287,qaoa_maxcut,5,structural,data/valid/circuit_0287_valid.qasm,data/buggy/circuit_0287_buggy.qasm,data/ground_truth/circuit_0287_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0288,qaoa_maxcut,4,gate_redundancy,data/valid/circuit_0288_valid.qasm,data/buggy/circuit_0288_buggy.qasm,data/ground_truth/circuit_0288_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0289,qaoa_maxcut,8,semantic_deviation,data/valid/circuit_0289_valid.qasm,data/buggy/circuit_0289_buggy.qasm,data/ground_truth/circuit_0289_ground_truth.qasm,Semantic deviation: inverted rotation angle from 2.6546 to -2.6546 on rz
circuit_0290,qaoa_maxcut,4,physics_violation,data/valid/circuit_0290_valid.qasm,data/buggy/circuit_0290_buggy.qasm,data/ground_truth/circuit_0290_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0291,qaoa_maxcut,5,syntax,data/valid/circuit_0291_valid.qasm,data/buggy/circuit_0291_buggy.qasm,data/ground_truth/circuit_0291_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0292,qaoa_maxcut,4,structural,data/valid/circuit_0292_valid.qasm,data/buggy/circuit_0292_buggy.qasm,data/ground_truth/circuit_0292_ground_truth.qasm,Structural error: omitted rx gate at instruction index 35
circuit_0293,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0293_valid.qasm,data/buggy/circuit_0293_buggy.qasm,data/ground_truth/circuit_0293_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 7
circuit_0294,qaoa_maxcut,4,semantic_deviation,data/valid/circuit_0294_valid.qasm,data/buggy/circuit_0294_buggy.qasm,data/ground_truth/circuit_0294_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0295,qaoa_maxcut,5,physics_violation,data/valid/circuit_0295_valid.qasm,data/buggy/circuit_0295_buggy.qasm,data/ground_truth/circuit_0295_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0296,qaoa_maxcut,7,syntax,data/valid/circuit_0296_valid.qasm,data/buggy/circuit_0296_buggy.qasm,data/ground_truth/circuit_0296_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0297,qaoa_maxcut,4,structural,data/valid/circuit_0297_valid.qasm,data/buggy/circuit_0297_buggy.qasm,data/ground_truth/circuit_0297_ground_truth.qasm,Structural error: omitted cx gate at instruction index 4
circuit_0298,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0298_valid.qasm,data/buggy/circuit_0298_buggy.qasm,data/ground_truth/circuit_0298_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 1
circuit_0299,qaoa_maxcut,5,semantic_deviation,data/valid/circuit_0299_valid.qasm,data/buggy/circuit_0299_buggy.qasm,data/ground_truth/circuit_0299_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rx
circuit_0300,qaoa_maxcut,8,physics_violation,data/valid/circuit_0300_valid.qasm,data/buggy/circuit_0300_buggy.qasm,data/ground_truth/circuit_0300_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0301,qaoa_maxcut,8,syntax,data/valid/circuit_0301_valid.qasm,data/buggy/circuit_0301_buggy.qasm,data/ground_truth/circuit_0301_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0302,qaoa_maxcut,4,structural,data/valid/circuit_0302_valid.qasm,data/buggy/circuit_0302_buggy.qasm,data/ground_truth/circuit_0302_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0303,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0303_valid.qasm,data/buggy/circuit_0303_buggy.qasm,data/ground_truth/circuit_0303_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 2
circuit_0304,qaoa_maxcut,4,semantic_deviation,data/valid/circuit_0304_valid.qasm,data/buggy/circuit_0304_buggy.qasm,data/ground_truth/circuit_0304_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0305,qaoa_maxcut,7,physics_violation,data/valid/circuit_0305_valid.qasm,data/buggy/circuit_0305_buggy.qasm,data/ground_truth/circuit_0305_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0306,qaoa_maxcut,8,syntax,data/valid/circuit_0306_valid.qasm,data/buggy/circuit_0306_buggy.qasm,data/ground_truth/circuit_0306_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0307,qaoa_maxcut,8,structural,data/valid/circuit_0307_valid.qasm,data/buggy/circuit_0307_buggy.qasm,data/ground_truth/circuit_0307_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0308,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0308_valid.qasm,data/buggy/circuit_0308_buggy.qasm,data/ground_truth/circuit_0308_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 6
circuit_0309,qaoa_maxcut,6,semantic_deviation,data/valid/circuit_0309_valid.qasm,data/buggy/circuit_0309_buggy.qasm,data/ground_truth/circuit_0309_ground_truth.qasm,Semantic deviation: altered gate basis from rx to rz
circuit_0310,qaoa_maxcut,6,physics_violation,data/valid/circuit_0310_valid.qasm,data/buggy/circuit_0310_buggy.qasm,data/ground_truth/circuit_0310_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0311,qaoa_maxcut,5,syntax,data/valid/circuit_0311_valid.qasm,data/buggy/circuit_0311_buggy.qasm,data/ground_truth/circuit_0311_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0312,qaoa_maxcut,6,structural,data/valid/circuit_0312_valid.qasm,data/buggy/circuit_0312_buggy.qasm,data/ground_truth/circuit_0312_ground_truth.qasm,Structural error: omitted cx gate at instruction index 6
circuit_0313,qaoa_maxcut,5,gate_redundancy,data/valid/circuit_0313_valid.qasm,data/buggy/circuit_0313_buggy.qasm,data/ground_truth/circuit_0313_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 4
circuit_0314,qaoa_maxcut,6,semantic_deviation,data/valid/circuit_0314_valid.qasm,data/buggy/circuit_0314_buggy.qasm,data/ground_truth/circuit_0314_ground_truth.qasm,Semantic deviation: inverted rotation angle from 1.754 to -1.754 on rx
circuit_0315,qaoa_maxcut,7,physics_violation,data/valid/circuit_0315_valid.qasm,data/buggy/circuit_0315_buggy.qasm,data/ground_truth/circuit_0315_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0316,qaoa_maxcut,5,syntax,data/valid/circuit_0316_valid.qasm,data/buggy/circuit_0316_buggy.qasm,data/ground_truth/circuit_0316_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0317,qaoa_maxcut,6,structural,data/valid/circuit_0317_valid.qasm,data/buggy/circuit_0317_buggy.qasm,data/ground_truth/circuit_0317_ground_truth.qasm,Structural error: omitted cx gate at instruction index 32
circuit_0318,qaoa_maxcut,7,gate_redundancy,data/valid/circuit_0318_valid.qasm,data/buggy/circuit_0318_buggy.qasm,data/ground_truth/circuit_0318_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 1
circuit_0319,qaoa_maxcut,6,semantic_deviation,data/valid/circuit_0319_valid.qasm,data/buggy/circuit_0319_buggy.qasm,data/ground_truth/circuit_0319_ground_truth.qasm,Semantic deviation: inverted rotation angle from 1.3726 to -1.3726 on rx
circuit_0320,qaoa_maxcut,4,physics_violation,data/valid/circuit_0320_valid.qasm,data/buggy/circuit_0320_buggy.qasm,data/ground_truth/circuit_0320_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0321,qaoa_maxcut,4,syntax,data/valid/circuit_0321_valid.qasm,data/buggy/circuit_0321_buggy.qasm,data/ground_truth/circuit_0321_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0322,qaoa_maxcut,7,structural,data/valid/circuit_0322_valid.qasm,data/buggy/circuit_0322_buggy.qasm,data/ground_truth/circuit_0322_ground_truth.qasm,Structural error: omitted h gate at instruction index 5
circuit_0323,qaoa_maxcut,8,gate_redundancy,data/valid/circuit_0323_valid.qasm,data/buggy/circuit_0323_buggy.qasm,data/ground_truth/circuit_0323_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0324,qaoa_maxcut,8,semantic_deviation,data/valid/circuit_0324_valid.qasm,data/buggy/circuit_0324_buggy.qasm,data/ground_truth/circuit_0324_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rz
circuit_0325,qaoa_maxcut,4,physics_violation,data/valid/circuit_0325_valid.qasm,data/buggy/circuit_0325_buggy.qasm,data/ground_truth/circuit_0325_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0326,qaoa_maxcut,4,syntax,data/valid/circuit_0326_valid.qasm,data/buggy/circuit_0326_buggy.qasm,data/ground_truth/circuit_0326_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0327,qaoa_maxcut,8,structural,data/valid/circuit_0327_valid.qasm,data/buggy/circuit_0327_buggy.qasm,data/ground_truth/circuit_0327_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0328,qaoa_maxcut,5,gate_redundancy,data/valid/circuit_0328_valid.qasm,data/buggy/circuit_0328_buggy.qasm,data/ground_truth/circuit_0328_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 4
circuit_0329,qaoa_maxcut,8,semantic_deviation,data/valid/circuit_0329_valid.qasm,data/buggy/circuit_0329_buggy.qasm,data/ground_truth/circuit_0329_ground_truth.qasm,Semantic deviation: altered gate basis from rx to rz
circuit_0330,qaoa_maxcut,6,physics_violation,data/valid/circuit_0330_valid.qasm,data/buggy/circuit_0330_buggy.qasm,data/ground_truth/circuit_0330_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0331,qaoa_maxcut,5,syntax,data/valid/circuit_0331_valid.qasm,data/buggy/circuit_0331_buggy.qasm,data/ground_truth/circuit_0331_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0332,qaoa_maxcut,6,structural,data/valid/circuit_0332_valid.qasm,data/buggy/circuit_0332_buggy.qasm,data/ground_truth/circuit_0332_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
