circuit_id,circuit_type,num_qubits,bug_type,system_name,pass_at_1,pass_at_3,iterations_used,physics_validity,gate_count_reduction,depth_reduction,final_status
circuit_0235,ghz,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0235,ghz,4,physics_violation,PyZX_heuristic,0,0,1,0,-7,-2,FAIL
circuit_0236,ghz,4,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0236,ghz,4,syntax,QBugLM_unconstrained,0,0,1,0,0,0,FAIL
circuit_0236,ghz,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0237,ghz,4,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0237,ghz,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0237,ghz,4,structural,PyZX_heuristic,0,0,1,1,-4,-1,FAIL
circuit_0238,ghz,7,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0238,ghz,7,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0238,ghz,7,gate_redundancy,PyZX_heuristic,1,1,1,1,-10,-4,PASS
circuit_0239,ghz,6,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0239,ghz,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0239,ghz,6,semantic_deviation,PyZX_heuristic,0,0,1,1,-12,-7,FAIL
circuit_0240,ghz,4,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0240,ghz,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0240,ghz,4,physics_violation,PyZX_heuristic,0,0,1,0,-7,-2,FAIL
circuit_0241,ghz,6,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0241,ghz,6,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0241,ghz,6,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0242,ghz,4,structural,physics_constrained_agent,1,1,1,1,-1,-2,PASS
circuit_0242,ghz,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0242,ghz,4,structural,PyZX_heuristic,0,0,1,1,-4,-1,FAIL
circuit_0243,ghz,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0243,ghz,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0243,ghz,5,gate_redundancy,PyZX_heuristic,1,1,1,1,-6,-2,PASS
circuit_0244,ghz,6,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0244,ghz,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0244,ghz,6,semantic_deviation,PyZX_heuristic,0,0,1,1,-12,-7,FAIL
circuit_0245,ghz,4,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0245,ghz,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0245,ghz,4,physics_violation,PyZX_heuristic,0,0,1,0,-7,-2,FAIL
circuit_0246,ghz,3,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0246,ghz,3,syntax,QBugLM_unconstrained,0,0,1,0,0,0,FAIL
circuit_0246,ghz,3,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0247,ghz,6,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0247,ghz,6,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0247,ghz,6,structural,PyZX_heuristic,0,0,1,1,-10,-2,FAIL
circuit_0248,ghz,7,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0248,ghz,7,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0248,ghz,7,gate_redundancy,PyZX_heuristic,1,1,1,1,-10,-6,PASS
circuit_0249,ghz,3,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0249,ghz,3,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0249,ghz,3,semantic_deviation,PyZX_heuristic,0,0,1,1,-6,-4,FAIL
circuit_0250,ghz,3,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0250,ghz,3,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-2,FAIL
circuit_0250,ghz,3,physics_violation,PyZX_heuristic,0,0,1,0,-4,-2,FAIL
circuit_0251,qaoa_maxcut,8,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0251,qaoa_maxcut,8,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0251,qaoa_maxcut,8,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0252,qaoa_maxcut,4,structural,physics_constrained_agent,1,1,1,1,-1,0,PASS
circuit_0252,qaoa_maxcut,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0252,qaoa_maxcut,4,structural,PyZX_heuristic,0,0,1,0,-30,-28,FAIL
circuit_0253,qaoa_maxcut,4,gate_redundancy,physics_constrained_agent,1,1,1,1,-16,-12,PASS
circuit_0253,qaoa_maxcut,4,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-16,-12,PASS
circuit_0253,qaoa_maxcut,4,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0254,qaoa_maxcut,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0254,qaoa_maxcut,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0254,qaoa_maxcut,5,semantic_deviation,PyZX_heuristic,0,0,1,0,-44,-44,FAIL
circuit_0255,qaoa_maxcut,5,physics_violation,physics_constrained_agent,1,1,1,1,-23,-27,PASS
circuit_0255,qaoa_maxcut,5,physics_violation,QBugLM_unconstrained,0,0,1,0,-23,-27,FAIL
circuit_0255,qaoa_maxcut,5,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0256,qaoa_maxcut,7,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0256,qaoa_maxcut,7,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0256,qaoa_maxcut,7,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0257,qaoa_maxcut,7,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0257,qaoa_maxcut,7,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0257,qaoa_maxcut,7,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0258,qaoa_maxcut,7,gate_redundancy,physics_constrained_agent,1,1,1,1,-40,-43,PASS
circuit_0258,qaoa_maxcut,7,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-40,-43,PASS
circuit_0258,qaoa_maxcut,7,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0259,qaoa_maxcut,5,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0259,qaoa_maxcut,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0259,qaoa_maxcut,5,semantic_deviation,PyZX_heuristic,0,0,1,0,-32,-32,FAIL
circuit_0260,qaoa_maxcut,7,physics_violation,physics_constrained_agent,1,1,1,1,-39,-41,PASS
circuit_0260,qaoa_maxcut,7,physics_violation,QBugLM_unconstrained,0,0,1,0,-39,-41,FAIL
circuit_0260,qaoa_maxcut,7,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0261,qaoa_maxcut,4,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0261,qaoa_maxcut,4,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0261,qaoa_maxcut,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0262,qaoa_maxcut,5,structural,physics_constrained_agent,1,1,1,1,-1,0,PASS
circuit_0262,qaoa_maxcut,5,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0262,qaoa_maxcut,5,structural,PyZX_heuristic,0,0,1,0,-36,-35,FAIL
circuit_0263,qaoa_maxcut,7,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0263,qaoa_maxcut,7,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0263,qaoa_maxcut,7,gate_redundancy,PyZX_heuristic,0,0,1,0,-86,-82,FAIL
circuit_0264,qaoa_maxcut,4,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0264,qaoa_maxcut,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0264,qaoa_maxcut,4,semantic_deviation,PyZX_heuristic,0,0,1,0,-12,-10,FAIL
circuit_0265,qaoa_maxcut,7,physics_violation,physics_constrained_agent,1,1,1,1,-39,-41,PASS
circuit_0265,qaoa_maxcut,7,physics_violation,QBugLM_unconstrained,0,0,1,0,-39,-41,FAIL
circuit_0265,qaoa_maxcut,7,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0266,qaoa_maxcut,6,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0266,qaoa_maxcut,6,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0266,qaoa_maxcut,6,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0267,qaoa_maxcut,7,structural,physics_constrained_agent,1,1,1,1,-1,0,PASS
circuit_0267,qaoa_maxcut,7,structural,QBugLM_unconstrained,1,1,1,1,0,0,PASS
circuit_0267,qaoa_maxcut,7,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0268,qaoa_maxcut,6,gate_redundancy,physics_constrained_agent,1,1,1,1,-16,-17,PASS
circuit_0268,qaoa_maxcut,6,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-16,-17,PASS
circuit_0268,qaoa_maxcut,6,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0269,qaoa_maxcut,7,semantic_deviation,physics_constrained_agent,0,1,3,1,-40,-41,PASS
circuit_0269,qaoa_maxcut,7,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-40,-41,FAIL
circuit_0269,qaoa_maxcut,7,semantic_deviation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0270,qaoa_maxcut,8,physics_violation,physics_constrained_agent,0,1,3,1,-47,-50,PASS
circuit_0270,qaoa_maxcut,8,physics_violation,QBugLM_unconstrained,0,0,1,0,-50,-51,FAIL
circuit_0270,qaoa_maxcut,8,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0271,qaoa_maxcut,7,syntax,physics_constrained_agent,0,1,2,1,-38,-39,PASS
circuit_0271,qaoa_maxcut,7,syntax,QBugLM_unconstrained,0,0,1,0,2,2,FAIL
circuit_0271,qaoa_maxcut,7,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0272,qaoa_maxcut,5,structural,physics_constrained_agent,1,1,1,1,-1,-2,PASS
circuit_0272,qaoa_maxcut,5,structural,QBugLM_unconstrained,1,1,1,1,0,0,PASS
circuit_0272,qaoa_maxcut,5,structural,PyZX_heuristic,0,0,1,0,-19,-11,FAIL
circuit_0273,qaoa_maxcut,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0273,qaoa_maxcut,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0273,qaoa_maxcut,5,gate_redundancy,PyZX_heuristic,0,0,1,0,-42,-42,FAIL
circuit_0274,qaoa_maxcut,6,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0274,qaoa_maxcut,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0274,qaoa_maxcut,6,semantic_deviation,PyZX_heuristic,0,0,1,0,-32,-28,FAIL
circuit_0275,qaoa_maxcut,5,physics_violation,physics_constrained_agent,1,1,1,1,1,0,PASS
circuit_0275,qaoa_maxcut,5,physics_violation,QBugLM_unconstrained,0,0,1,0,1,0,FAIL
circuit_0275,qaoa_maxcut,5,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0276,qaoa_maxcut,4,syntax,physics_constrained_agent,0,1,2,1,-6,-4,PASS
circuit_0276,qaoa_maxcut,4,syntax,QBugLM_unconstrained,0,0,1,0,2,2,FAIL
circuit_0276,qaoa_maxcut,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0277,qaoa_maxcut,8,structural,physics_constrained_agent,0,1,2,1,-1,0,PASS
circuit_0277,qaoa_maxcut,8,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0277,qaoa_maxcut,8,structural,PyZX_heuristic,0,0,1,0,-60,-49,FAIL
circuit_0278,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0278,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0278,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,-32,-23,FAIL
circuit_0279,qaoa_maxcut,4,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0279,qaoa_maxcut,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0279,qaoa_maxcut,4,semantic_deviation,PyZX_heuristic,0,0,1,0,-10,-4,FAIL
circuit_0280,qaoa_maxcut,6,physics_violation,physics_constrained_agent,1,1,1,1,-31,-33,PASS
circuit_0280,qaoa_maxcut,6,physics_violation,QBugLM_unconstrained,0,0,1,0,-31,-33,FAIL
circuit_0280,qaoa_maxcut,6,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0281,qaoa_maxcut,4,syntax,physics_constrained_agent,0,1,2,1,-6,-4,PASS
circuit_0281,qaoa_maxcut,4,syntax,QBugLM_unconstrained,0,0,1,0,2,2,FAIL
circuit_0281,qaoa_maxcut,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0282,qaoa_maxcut,4,structural,physics_constrained_agent,0,1,3,1,-16,-13,PASS
circuit_0282,qaoa_maxcut,4,structural,QBugLM_unconstrained,0,0,1,1,-16,-12,FAIL
circuit_0282,qaoa_maxcut,4,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0283,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,1,1,1,1,-24,-24,PASS
circuit_0283,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-24,-24,PASS
circuit_0283,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0284,qaoa_maxcut,7,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0284,qaoa_maxcut,7,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0284,qaoa_maxcut,7,semantic_deviation,PyZX_heuristic,0,0,1,0,-78,-57,FAIL
circuit_0285,qaoa_maxcut,8,physics_violation,physics_constrained_agent,0,1,3,1,-47,-50,PASS
circuit_0285,qaoa_maxcut,8,physics_violation,QBugLM_unconstrained,0,0,1,0,-50,-51,FAIL
circuit_0285,qaoa_maxcut,8,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0286,qaoa_maxcut,8,syntax,physics_constrained_agent,0,0,3,0,2,2,FAIL
circuit_0286,qaoa_maxcut,8,syntax,QBugLM_unconstrained,0,0,1,0,0,0,FAIL
circuit_0286,qaoa_maxcut,8,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0287,qaoa_maxcut,5,structural,physics_constrained_agent,0,1,3,1,-24,-27,PASS
circuit_0287,qaoa_maxcut,5,structural,QBugLM_unconstrained,0,0,1,1,-24,-27,FAIL
circuit_0287,qaoa_maxcut,5,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0288,qaoa_maxcut,4,gate_redundancy,physics_constrained_agent,1,1,1,1,-8,-6,PASS
circuit_0288,qaoa_maxcut,4,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-8,-6,PASS
circuit_0288,qaoa_maxcut,4,gate_redundancy,PyZX_heuristic,0,0,1,0,-12,-5,FAIL
circuit_0289,qaoa_maxcut,8,semantic_deviation,physics_constrained_agent,0,1,3,1,-48,-50,PASS
circuit_0289,qaoa_maxcut,8,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-48,-50,FAIL
circuit_0289,qaoa_maxcut,8,semantic_deviation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0290,qaoa_maxcut,4,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0290,qaoa_maxcut,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0290,qaoa_maxcut,4,physics_violation,PyZX_heuristic,0,0,1,0,-20,-10,FAIL
circuit_0291,qaoa_maxcut,5,syntax,physics_constrained_agent,0,1,2,1,-22,-25,PASS
circuit_0291,qaoa_maxcut,5,syntax,QBugLM_unconstrained,0,0,1,0,0,0,FAIL
circuit_0291,qaoa_maxcut,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0292,qaoa_maxcut,4,structural,physics_constrained_agent,0,1,3,1,-17,-12,PASS
circuit_0292,qaoa_maxcut,4,structural,QBugLM_unconstrained,0,0,1,1,-16,-12,FAIL
circuit_0292,qaoa_maxcut,4,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0293,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,0,1,2,1,2,0,PASS
circuit_0293,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0293,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,-78,-64,FAIL
circuit_0294,qaoa_maxcut,4,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0294,qaoa_maxcut,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0294,qaoa_maxcut,4,semantic_deviation,PyZX_heuristic,0,0,1,1,-4,0,FAIL
circuit_0295,qaoa_maxcut,5,physics_violation,physics_constrained_agent,0,1,2,1,1,0,PASS
circuit_0295,qaoa_maxcut,5,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,0,FAIL
circuit_0295,qaoa_maxcut,5,physics_violation,PyZX_heuristic,0,0,1,0,-44,-43,FAIL
circuit_0296,qaoa_maxcut,7,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0296,qaoa_maxcut,7,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0296,qaoa_maxcut,7,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0297,qaoa_maxcut,4,structural,physics_constrained_agent,1,1,1,1,-1,-1,PASS
circuit_0297,qaoa_maxcut,4,structural,QBugLM_unconstrained,1,1,1,1,0,0,PASS
circuit_0297,qaoa_maxcut,4,structural,PyZX_heuristic,0,0,1,0,-14,-10,FAIL
circuit_0298,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0298,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0298,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,-32,-23,FAIL
circuit_0299,qaoa_maxcut,5,semantic_deviation,physics_constrained_agent,0,1,3,1,-12,-12,PASS
circuit_0299,qaoa_maxcut,5,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-12,-12,FAIL
circuit_0299,qaoa_maxcut,5,semantic_deviation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0300,qaoa_maxcut,8,physics_violation,physics_constrained_agent,0,1,3,1,1,1,PASS
circuit_0300,qaoa_maxcut,8,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0300,qaoa_maxcut,8,physics_violation,PyZX_heuristic,0,0,1,0,-34,-24,FAIL
circuit_0301,qaoa_maxcut,8,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0301,qaoa_maxcut,8,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0301,qaoa_maxcut,8,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0302,qaoa_maxcut,4,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0302,qaoa_maxcut,4,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0302,qaoa_maxcut,4,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0303,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,1,1,1,1,-24,-24,PASS
circuit_0303,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-24,-24,PASS
circuit_0303,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0304,qaoa_maxcut,4,semantic_deviation,physics_constrained_agent,0,1,3,1,-8,-6,PASS
circuit_0304,qaoa_maxcut,4,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-8,-6,FAIL
circuit_0304,qaoa_maxcut,4,semantic_deviation,PyZX_heuristic,0,0,1,0,-7,-1,FAIL
circuit_0305,qaoa_maxcut,7,physics_violation,physics_constrained_agent,1,1,1,1,1,0,PASS
circuit_0305,qaoa_maxcut,7,physics_violation,QBugLM_unconstrained,0,0,1,0,1,0,FAIL
circuit_0305,qaoa_maxcut,7,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0306,qaoa_maxcut,8,syntax,physics_constrained_agent,0,1,2,1,-22,-22,PASS
circuit_0306,qaoa_maxcut,8,syntax,QBugLM_unconstrained,0,0,1,0,0,0,FAIL
circuit_0306,qaoa_maxcut,8,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0307,qaoa_maxcut,8,structural,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0307,qaoa_maxcut,8,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0307,qaoa_maxcut,8,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0308,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,1,1,1,1,-24,-24,PASS
circuit_0308,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-24,-24,PASS
circuit_0308,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0309,qaoa_maxcut,6,semantic_deviation,physics_constrained_agent,0,1,3,1,-32,-34,PASS
circuit_0309,qaoa_maxcut,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-32,-34,FAIL
circuit_0309,qaoa_maxcut,6,semantic_deviation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0310,qaoa_maxcut,6,physics_violation,physics_constrained_agent,1,1,1,1,-15,-16,PASS
circuit_0310,qaoa_maxcut,6,physics_violation,QBugLM_unconstrained,0,0,1,0,-15,-16,FAIL
circuit_0310,qaoa_maxcut,6,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0311,qaoa_maxcut,5,syntax,physics_constrained_agent,1,1,1,1,2,2,PASS
circuit_0311,qaoa_maxcut,5,syntax,QBugLM_unconstrained,1,1,1,1,2,2,PASS
circuit_0311,qaoa_maxcut,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0312,qaoa_maxcut,6,structural,physics_constrained_agent,1,1,1,1,-1,-1,PASS
circuit_0312,qaoa_maxcut,6,structural,QBugLM_unconstrained,1,1,1,1,0,0,PASS
circuit_0312,qaoa_maxcut,6,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0313,qaoa_maxcut,5,gate_redundancy,physics_constrained_agent,1,1,1,1,2,0,PASS
circuit_0313,qaoa_maxcut,5,gate_redundancy,QBugLM_unconstrained,1,1,1,1,2,0,PASS
circuit_0313,qaoa_maxcut,5,gate_redundancy,PyZX_heuristic,0,0,1,0,-36,-28,FAIL
circuit_0314,qaoa_maxcut,6,semantic_deviation,physics_constrained_agent,0,1,3,1,-32,-34,PASS
circuit_0314,qaoa_maxcut,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-32,-34,FAIL
circuit_0314,qaoa_maxcut,6,semantic_deviation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0315,qaoa_maxcut,7,physics_violation,physics_constrained_agent,0,1,2,1,1,1,PASS
circuit_0315,qaoa_maxcut,7,physics_violation,QBugLM_unconstrained,0,0,1,0,-2,-1,FAIL
circuit_0315,qaoa_maxcut,7,physics_violation,PyZX_heuristic,0,0,1,0,-34,-29,FAIL
circuit_0316,qaoa_maxcut,5,syntax,physics_constrained_agent,0,1,2,1,-10,-10,PASS
circuit_0316,qaoa_maxcut,5,syntax,QBugLM_unconstrained,0,0,1,0,2,2,FAIL
circuit_0316,qaoa_maxcut,5,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0317,qaoa_maxcut,6,structural,physics_constrained_agent,1,1,1,1,-1,0,PASS
circuit_0317,qaoa_maxcut,6,structural,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
circuit_0317,qaoa_maxcut,6,structural,PyZX_heuristic,0,0,1,0,-50,-39,FAIL
circuit_0318,qaoa_maxcut,7,gate_redundancy,physics_constrained_agent,1,1,1,1,-40,-42,PASS
circuit_0318,qaoa_maxcut,7,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-40,-42,PASS
circuit_0318,qaoa_maxcut,7,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0319,qaoa_maxcut,6,semantic_deviation,physics_constrained_agent,0,1,3,1,-16,-17,PASS
circuit_0319,qaoa_maxcut,6,semantic_deviation,QBugLM_unconstrained,0,0,1,1,-16,-17,FAIL
circuit_0319,qaoa_maxcut,6,semantic_deviation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0320,qaoa_maxcut,4,physics_violation,physics_constrained_agent,1,1,1,1,-15,-11,PASS
circuit_0320,qaoa_maxcut,4,physics_violation,QBugLM_unconstrained,0,0,1,0,-15,-11,FAIL
circuit_0320,qaoa_maxcut,4,physics_violation,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0321,qaoa_maxcut,4,syntax,physics_constrained_agent,0,1,2,1,-6,-4,PASS
circuit_0321,qaoa_maxcut,4,syntax,QBugLM_unconstrained,0,0,1,0,2,2,FAIL
circuit_0321,qaoa_maxcut,4,syntax,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0322,qaoa_maxcut,7,structural,physics_constrained_agent,0,1,3,1,-21,-22,PASS
circuit_0322,qaoa_maxcut,7,structural,QBugLM_unconstrained,0,0,1,1,-20,-22,FAIL
circuit_0322,qaoa_maxcut,7,structural,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0323,qaoa_maxcut,8,gate_redundancy,physics_constrained_agent,1,1,1,1,-24,-24,PASS
circuit_0323,qaoa_maxcut,8,gate_redundancy,QBugLM_unconstrained,1,1,1,1,-24,-24,PASS
circuit_0323,qaoa_maxcut,8,gate_redundancy,PyZX_heuristic,0,0,1,0,0,0,FAIL
circuit_0324,qaoa_maxcut,8,semantic_deviation,physics_constrained_agent,1,1,1,1,0,0,PASS
circuit_0324,qaoa_maxcut,8,semantic_deviation,QBugLM_unconstrained,0,0,1,1,0,0,FAIL
